voice_name,character,candidate_id,dataset,repo,speaker_id,source_file,source_url,license,license_status,transcript,duration,sample_rate,channels,bit_depth,sha256,cleanliness,transcript_accuracy,speaker_isolation,duration_score,natural_speech,no_clipping,license_clarity,character_fit,distinctness,rpg_character_presence,dramatic_dialogue_suitability,vocal_distinctiveness,acting_performance_quality,human_status,notes
AUDITION_dragan_candidate_01_0d26b206,Dragan,candidate_01_0d26b206,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000019_000005.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1400/audio/audio.wav?Expires=1790045887&Signature=snNsRq2RxYoOuaCbqBKT3ISEmrDkyXXdbjhCVs3kikI2gXY4Zxm5vS9o5JdAH3EXu1NC0jnr14Qats-kpe7Os7-UvM0Mw4SoYdat5hYijNCeTD84DHRtSpbMX1qxa18o~r1ply7X6aZFftRqDyEKG47J4df3NZEI3qx3gxFud3rmwE3zgr4LBr76NIYveGbHiPn5V~TP61UbRCaTYCMNyOWzp~ireBxpqzeVicoir0opbeFbj3ku5B6lP4zVMZgHymQdiqmKrASQ1~HU8ojG8aNPi136OVDZzPo4ydRUBfr9JAAb863IUyvBs-sFyJ4QcSFS8LbqrmP9WDwu1GMVPw__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,Stick tight and don't get scared.,1.480,24000,1,16,dca18a4e7ce415069aa570fe59bab7a2415c8cb09cd477e94cff8479b99a2cc0,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_02_e98435d1,Dragan,candidate_02_e98435d1,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000019_000006.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1401/audio/audio.wav?Expires=1790045887&Signature=xDEyZLxOtf19glUsC9lyQiNYOMjbXVJ1SnH78Rmjjn~0zo7lgcyk0BzvlAbdY~1WCty9am0BbDIwsxe2JXgXLn8N4KO3eMEES6iWg04EuwOGHjyu7IIuD3FtFvsFXVhomQEEVrCIjWxj9X~vw3FVbszZJHBgz2E7KqpZ7me57cY1OwbctWzcsKh-riu3e09jj-fkUXQru0gZ8njm7UTifiITe0bGkdri~PPMqz-8DgeZirSFSi2vSWtAP5dyJytKLwwGVe78-hCH~PBM8h9tPn0s8etCvbT8QvDPmY31vRHjejtTyV1r8tAWCK3hwtJrRFJmGMmdYEuYWujFo8GQPQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"We'll have you out of that in no time.""",1.840,24000,1,16,98f23154c0db6c91c2fd6976daa4e25039d2921cc65e95ab14f7a22120b65a34,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_03_0104d654,Dragan,candidate_03_0104d654,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000020_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1402/audio/audio.wav?Expires=1790045887&Signature=tb6-188mEfNfprnpo4a9b91FdVWPX49Zr7tFwsxK7YrFrPkH3aDb4Ad9I1vlrBZpESD6afnueYRgWTc2hsJYMPhaVW7GFc7adgxIv1bqJ4WpvF9bFwV437FdC~C6s~hu1FgqrnICw7O8L4j5DE5qouC0xByw3uqb6t21H4uLXnZxI71od5~JodAPM3tfdMU-J~fjSjmbmjsRwnqGf1OAACvik3c4H0xxUDMxosdPd6EXfDpBWAPMAvShnOkuWYFkq1CGCWjKMl4WeIcNTpLyYKK3JSgmLQNjI-QvYn12QD0zJg9muQC9GRx62657h0Ye8hOWVr-WnzSUhBO5nrrA4Q__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Don't move around.",0.840,24000,1,16,890519109fb58419e5e8b8f2814bc78a0bfde89bac4e845872fdb700c1a9c839,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_04_67b8fac6,Dragan,candidate_04_67b8fac6,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000020_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1403/audio/audio.wav?Expires=1790045887&Signature=XjzaG71HfycyDicsjLmZg5hoXd1ik6p9RIPWKwkrNjNf1Lq~87d3MCUFrU3bgRmhzZBrCGOe4slgtzVvnAxDEbqA1SCHFjgqKH6lNWkrHfi5grUGiEO2tDT0scPVTLPb2NaC4bccbv1ZVkvsfPVTA7zDfnF2qBa~JM6g-ra7NodaINeyqg36MFIa6xChd9vVmKs2Zyfkn9uv4faGthT0CpCmsY8ZyLGwXiUFKgey6akKd50nIlCrOo6GeWKGSsC9TzLndN5GopgBXZIMga8X3dgobwFxdbcAkAQY232DwuKq56HuHTsPrvuHRFqheQfKjCyqLW6SAc06dDXXCdWYKg__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"Lie perfectly still,"" warned the guide.",2.080,24000,1,16,1a813fe90e01783d98d6a77200decd754adaa54f26e9579f993ba31b6b7447da,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_05_daa9bb50,Dragan,candidate_05_daa9bb50,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000020_000002.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1404/audio/audio.wav?Expires=1790045887&Signature=O6CKMUofjm2I0n8d6ha02VXkSLdetYHF0MMhRKTzV0TZ276AEk7pCUtMs0U-6E5t2FaAAoGoicJREcQSZWuKOpmOkCLmXc2brT5q-3HoEojIcafIhn6COztxdCUX5U8bZ0v4VkhfVulEPJ5jswZDvNCVrkPmmrtOlI36QY51NryxwjR4ggMr50PuOXADjYQq69aphGZsKIX~4HMUHk2wKn0Yrp17tjw-HRwTCOTDffE4x7Gm13zoa7-glZ7-ZINYJW17VqOGecwzlWvSR3sEyAEpOtWQWCxSDuc1moRA4TpC9b2hrkZ6Jve5kHxu1aBuOtsAyvckiaCOfztQ7T6VOw__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Are you hurt?""",0.800,24000,1,16,2f64c7201697fa95d60270e44781dbe7e811233f5e587ab01c5f407f60c20943,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_06_552bbc4f,Dragan,candidate_06_552bbc4f,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000021_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1405/audio/audio.wav?Expires=1790045887&Signature=qx6MEYwyNiZcjBV00qXkQG7r3YG~Xab8XD8J1voJDyZwn4Y2U~zqfYJ5O4gLwDjgQsswz73Gm3vt-SdjCiGJ1r21SRQfjh7z0Wh9eUcqxSEJc0UrxUGwQ~68gAergILlIu9wZvJO1EhKKtRztrZoeQaG0VnvEuS707zbaTF0mttdLZliGIXLeRl6wPUk0-pl4gA2Ohpvp-xWsEuiWTPiGTp~ZwIXxCMUQZZeCltaZw6ZwHLTPq0~jam4nZl65VKCXkzwZCWj6fbTMrnIc-G6deazoCkityZNeJM55myb30MhyqNBWtjJVn4SbyJIyirtxAg9~B5B08LN-lPcTPmyWQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,To this question Walter made some reply that was unintelligible to them.,3.440,24000,1,16,73c2acee12353a0680a8f3dfa8d071a02c7891bdb7ab2836312e7f098619b33d,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_07_e0143500,Dragan,candidate_07_e0143500,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000022_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1406/audio/audio.wav?Expires=1790045887&Signature=kuSX5qNFh-D3qZBEklqfo2mjtysVcqWJolyKAvyPVBvRRbrY36NE7N0QBHDpCtb0bhMNlTNwScxtT6kqf77y1IBW2dhYdLKod5EXkBZei~TUFNqbwWRQZe8Ryx98mLiHazG9GURpLzvxw8rXkGg8k1ghXH3HAaOceGAmlHiobV~J0LjiDu4zIYDgj1XZvg2wayc~S~J8Y5NRr7ImvjKV0qqLrRXnepiWwWFkfVFxZHLGL3SWqWVGmjbUsTXfiYC63Biz1DmdrPrpm5uk6U6FeSpbP-97W~StOhD1kQkD3jQdXN0sDqyErkD-To-n4ZymGNdnf00rHsBMVLJBaabr1w__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Now, what are we going to do, I'd like to know?"" asked Ned.",3.040,24000,1,16,d666e8540252c7240bce41ca968e2877941601e54edacd74e36245d05f2893e8,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_08_4885b8a4,Dragan,candidate_08_4885b8a4,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000023_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1407/audio/audio.wav?Expires=1790045887&Signature=gplic1FNBY4SiKidyL6CsOAoIqpD~gGnoA1tuy0MMJtZeRJPRAP0SBkMlbMgV4nF~NhYU6wsLeN1LpvxdaO7XN9sWwezRzseXAZI4WibWFSZAXmjw73eNX7-mdAYUOFwf2l5iZvThCbEdYRaUaLEjGlQ7O84w7WC8UlwWjBpjpXeybFwqUHSLgZtkichKWziuvLD~-dgW144gvcUgbRxZpjjEY1Hc~Qzow1dPIR6K8l0K2B08guj31e5Vr8yqDWnt7Pof9HAbaTa6I3GH3nb3te01LtZKLwcsGEwkK-~wNtCHYOPiPyAkioaJQ7Xnpdfq3tG44Iu3s74JpWiGh2MUg__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""It's a tough job.",1.280,24000,1,16,0d0682cea332093b1a76023b340a2b64520512e925afbcdd27bafa7ac7a2b50d,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_09_df8a2311,Dragan,candidate_09_df8a2311,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000024_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1408/audio/audio.wav?Expires=1790045887&Signature=OHSjPDeeMQJm4mZkNIYvLa47kmvt~l5kKAUKTtBE9BTjkJtPfdFmokV7MPuuWdXgEiS5fW7zmDmlscgPtfm-eEDIxs7XOW3clGkVtdKI1vNBXh-OZKKZeV4fgdmurVi5Ux7b3~F9Krpq4s~ndd8dULFZuz9ghgGZoWeURvzHyDfnp6EEKbRrkhNhkOoBg7ERgXafCEGXQ40cmlyPvr0YCHHaCRPLcwkL7HPOhd~OfbziIVzM8k81NZqVFZEBLbMVTswfmvL7A6OwYVh2gCtNejnyFA01m4yQaEU6A8YlEIT1wbXvCaBBrEwcOVIqKvLPyNBGNRlYxyapH1sJX8G5LQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Why not get a rope and let it down to him,"" suggested Tad.",3.080,24000,1,16,e18f8a4ff8339b06c84e2ccd40b3a422e6070938d44369c49ad328c65bc4dff5,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_10_650ec299,Dragan,candidate_10_650ec299,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000025_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1409/audio/audio.wav?Expires=1790045887&Signature=Dmt6zhHqKzOcbxShsAt2gQacGZTG204XNevleh1yRJEtIQWjaoPLyq-FglgH8Rir0eUxcaQe381m4daSEz5JWGRMZEy3msWrSodpo3X4XzIUk0AX6AwSex4Lo23DR~E9YqY4fWiz2mJ2hZI4kfVePfuLuQ4919Kfr99rpvSvL-fhk0zi-Cr0Fbyc~vMr39kDozmIRhmgcEnGN6QCUBNUmSPu-ZB2ZZuYdjVSu3c8nv6fPYXkPxADLYdeJUDV0C4f~-ByTrDYkODutvwnm5XOHJcM-1IRKsmZbaPa51zTDfb~4f~jr5KWUP3dBU2677ARP9VW2sRaL1PBO78kE4SJkg__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Yes, that's the only way we can do it.",2.080,24000,1,16,1278516a11633e133bdb83a24c5b424bc0acadc1e3a47c526078b3abdd55c64b,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_11_016bc3b0,Dragan,candidate_11_016bc3b0,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000025_000002.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1410/audio/audio.wav?Expires=1790045887&Signature=GIqSxYrnwf0oK5qTqooO38NT18BpGPYAVjNScytmQdm7u5c0szH~bMIdPVpiqHFN76VyMWVrkDuO0SayE6EdA8Bg0u3~LUMrP2y~l4dqy0qZgc8j8NMfUd1E7zHOPMsdVRi4ipdfTR~m1h3NGeBEeW~ucokYGu0Uc2s9rLNhFIf7Tl5qT42duF3PjXRsOBmbEsg5TT-WdpBIhIicRkXNnlx0BHBqqIgJ5IE0hWn4Xual1ng-b2o6gNGLsIp8E9KvWQ-DXYbtdkUt-8vZ71xVq~37INFPjcpj6kFPKimOhYGhkvu-SgzEz4k5S~cCC3hXfbu~P8bLXv9pKjQdxavJIw__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"Hurry!""",0.640,24000,1,16,4e2491cef0b3d6b55a949bd463b0814bd3fbdde240164aeb378e57a6914ae184,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_12_ceb5b394,Dragan,candidate_12_ceb5b394,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000027_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1411/audio/audio.wav?Expires=1790045887&Signature=i1mYzGP~xJwdygYAXRMsVigPWRvFdRZ834A612fadHzq0nfuvbbExHn9p2rt10H3ge2cJ0FPIHJT0qIlG9Sc6Mbnaa3NIUUVl8CBTa-6qKFMVoWU9zI6dOuNEqr5wd36d8Qkc~wXIpzMBKfA8oPmvjnHB-mFfGOzEimWDgjU2a3zZoV2sTeCET-Ujs5OLbXFOoc17MBUlU-f3Ig9YTgdHwfIGVUt8iAn4D9el0IGCJ3elm3-5GWBAg0c-UaF2Dk3ggKsCOxTpm90C4UJvazBRPnuI~jAEZ3C0vw6JVWKGxfNbUaVYYfpPFVaSQFy2heiK8GVxSwIpDpagR1V-LFE8A__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"The mountaineer quickly formed a loop in one end of the rope, making it large enough to permit of its slipping over the shoulders of a man.",6.400,24000,1,16,391c98e0ef774476cf48c58b92c29b729728365aca13206a8603c5ac570fe6b1,5,5,4,4,4,5,5,3,2,3,3,3,3,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
AUDITION_dragan_candidate_13_7736e148,Dragan,candidate_13_7736e148,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000028_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1412/audio/audio.wav?Expires=1790045887&Signature=a5Hn-tR1RYctjNxx2Ngo2rY5z~UQuLv~0bmXbBmAyD7u2Nrst2l4C30nhNihMvZo~dK4VGzi~kd2f2Ew8N76pGX~kDPxr5HzBKfQovQyUBchQyUkAgPLBkT-VqdmdNTUyZG5vYoW~BeHSYQk7K0ut8V~1R9RCQd-LKPVMmEa2WcjEfa6u2xXZvkG0GEwuFCYS3hvHzG4hh1ZuxnFa25rvxcudwughJygNLxkcQWVSQabPwYDZOGNq7LPEDRoaJdS6dQKGIizdNljUVYz7KP8X8lX8LE0mdQe0jlx3sg8tVWM~4tIkMDl9UEV9dBjEdNGlJm5njlpnhR2efWhNerRxQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Hello, down there!",1.000,24000,1,16,31c34958aff5b3d2c52e8ec81151b7a8bbe92b6e548ff9cc79d3ae64f296694f,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_14_e6ccf7b8,Dragan,candidate_14_e6ccf7b8,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000028_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1413/audio/audio.wav?Expires=1790045887&Signature=pCI1Nh6px~257w3nCHyB9bvCllfYbpxhkQCk-zGK29g9EfraIU0BvkEIrOK0kn984WDHOevYQK-75Yf9AxZN7GCzY~~dLApOG4fmgoNzPbbtrOkpbF524YjS3MfgCAjTBhX1IELeSrXrotHg9tQJkKtzbqsqadjtth2Z-jH~tGplnyGBYgp27gyKZjLCCS2vxBzyAkNFj2DUkrngSuVrxZ0TozacwdsPxoSZeHu6pDqGN6xBsiZgUFZnHp4YcseRKk4t0BPhdBMmN52wLPzGY2CFJvIpR1B7CtmsL6iC62bCd5eu2VexZIsgNRVOxD8jkXCphiVl~UTcX5VPuMDkhg__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,Let me know when the rope reaches you.,1.640,24000,1,16,1005de082181bdb0d1fe5939c3df53479f32abb3a0a2764c19cc1dcafd83852d,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_dragan_candidate_15_b1369099,Dragan,candidate_15_b1369099,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000028_000002.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1414/audio/audio.wav?Expires=1790045887&Signature=fK0x9zPUWt7kofE1nk~fPK714r7xnV86KNKkPBkjwbj96nzwykJnOF7UmduleG41cbqNCUD1Ac0toMD08szTfjG3pgfklHRFTIF43sT2e9KoaT7xgmoy2kBGBKNZ7HtM0dzH8PIW4ZXi8cFmuEolD4EH1aDY2hPzwN-hZs3saVlBxAMJooDQBHILek3E-CHkRuIWMK5GCHBYDQTqAC5eSfxYT-41XG2ev-mc1Hy-h~EjDf5F6YtEu5Kq74tGTbBZMPKvO7v2XOakFt-hnj0QF8Mf1GNdoLqUMDHkwuUZSC2n8YzlwK9ok2uo7oyF3Fmrb9Y4P75R2UEZaP1Sn4pHfQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"Can you slip it over your shoulders and under your arms?"" called the guide.",3.520,24000,1,16,a7b04ca4d058a0018612eaf12da1af0d30cfccd066faaad30d35b515e53ae626,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_01_63b4a4bb,DraganRPGSearch,candidate_01_63b4a4bb,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83699/2428_83699_000008_000006.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2875/audio/audio.wav?Expires=1790047340&Signature=RmnWGHZ7biZi6jhLXDrrq0HMiP59aEWcqg-oVszlZ23Vi853vGd04VZZtaXijKIKm3wAHyWS6JIhysd0fPqauBU2zbV7kO7lVPOQJ3ZxwWm2MUeOUvgEStYxhAn8hcpjZ0sfTa9teBSIuNNdaGKwQMWHn~xM-8AkYHMq9KCDL7f8DSL4QZ0KL4QbmDBiO8I4uqXxLyRH-Qmq~LgvStEz~mhOI9tuL0aAEksAdV-BDBO3z5E2asQG4y4l9aX31i4LQnaDBurKVdnDnTt2u8rY96UA-YgWh32zpvvH~YgZMxRwkDI44bb911BcuRCaYiJEEEJApTACTgrlHxCLDum-RA__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"There was nothing said about the sort of accommodation which would be provided, nothing about the kind of establishment which was maintained, or the table which was kept.",8.680,24000,1,16,970fee317751447bc67f77c45cc41417da16441d1d8d84152247ef280cee44ae,5,5,4,5,3,5,5,4,2,2,3,3,2,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
AUDITION_draganrpgsearch_candidate_02_d262dae7,DraganRPGSearch,candidate_02_d262dae7,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83699/2428_83699_000009_000004.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2877/audio/audio.wav?Expires=1790047340&Signature=lN64S90JTpN25bUj2xp56YKSixuS6wFv5E5mYc~JswCCQXJYYEFFSBuxZWCmJ2nFPVOQKtfZXkehe6cbuZ0HmyNJgyoKcXH9qvQ81RuwKsJCLl4rDrKxHiRGZZRtnQlTebJhzaFPQovgH-Y277X8che1QS154MMF1rLw-PGKS72olt68FtopDezR7d3wE9lB-p4ajnpaMXgTEMsncruz8doCrXL~5yzsLdmqTo4AXCSF89ASenph57mk2y9WRgaVrEQKHCDQTBZn4xidiwmcUgBPJO-NvrdCm5eUu-FCvG-w0RpUKG7K71Jzk8rrEDjpCFVgUYvpdImYuPLehiqNiw__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"She was apparently the careworn mother of a ""lively family."" Under such circumstances she was hardly likely to be ""lively"" herself, but her name was Madge, and it was the accident of her Christian name which decided me to go.",13.520,24000,1,16,4095c72648f03c4879c35af553a14fd6c8c6f355b51de60fac0617c25104d8e4,5,5,4,5,3,5,5,4,2,2,3,3,2,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
